acousticness,analysis_url,danceability,duration_ms,energy,genre,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0.0261,https://api.spotify.com/v1/audio-analysis/5J8b1Klsgh3EiHRVNHknrW,0.641,423790,0.916,house,5J8b1Klsgh3EiHRVNHknrW,0.765,2,0.473,-6.683,0,0.0518,128.013,4,https://api.spotify.com/v1/tracks/5J8b1Klsgh3EiHRVNHknrW,audio_features,spotify:track:5J8b1Klsgh3EiHRVNHknrW,0.531
0.0042,https://api.spotify.com/v1/audio-analysis/71ZuBh4RZDzoBzUIJle29k,0.599,217760,0.839,house,71ZuBh4RZDzoBzUIJle29k,0.0592,4,0.37,-5.226,1,0.0335,128.998,4,https://api.spotify.com/v1/tracks/71ZuBh4RZDzoBzUIJle29k,audio_features,spotify:track:71ZuBh4RZDzoBzUIJle29k,0.317
0.000839,https://api.spotify.com/v1/audio-analysis/3NMDQouvep21APEf38ik7m,0.743,311312,0.796,house,3NMDQouvep21APEf38ik7m,0.588,2,0.0431,-4.306,1,0.0366,127.974,4,https://api.spotify.com/v1/tracks/3NMDQouvep21APEf38ik7m,audio_features,spotify:track:3NMDQouvep21APEf38ik7m,0.216
0.000817,https://api.spotify.com/v1/audio-analysis/2hZfSXDhitRcQcFtfRDF8g,0.565,390000,0.898,house,2hZfSXDhitRcQcFtfRDF8g,0.698,7,0.322,-6.573,0,0.0358,127.988,4,https://api.spotify.com/v1/tracks/2hZfSXDhitRcQcFtfRDF8g,audio_features,spotify:track:2hZfSXDhitRcQcFtfRDF8g,0.381
0.000337,https://api.spotify.com/v1/audio-analysis/7vseIfb8ooQmXzisuinchZ,0.493,190013,0.849,house,7vseIfb8ooQmXzisuinchZ,0.00672,7,0.355,-6.139,0,0.0576,127.999,4,https://api.spotify.com/v1/tracks/7vseIfb8ooQmXzisuinchZ,audio_features,spotify:track:7vseIfb8ooQmXzisuinchZ,0.483
0.103,https://api.spotify.com/v1/audio-analysis/3giW5O939lZznuJ4GFfPcG,0.716,210133,0.726,house,3giW5O939lZznuJ4GFfPcG,0.229,11,0.0665,-5.674,0,0.0388,127.937,4,https://api.spotify.com/v1/tracks/3giW5O939lZznuJ4GFfPcG,audio_features,spotify:track:3giW5O939lZznuJ4GFfPcG,0.474
0.00329,https://api.spotify.com/v1/audio-analysis/5hvXP3n724pq9Cx0FR3AAY,0.472,279375,0.829,house,5hvXP3n724pq9Cx0FR3AAY,0.00944,4,0.301,-5.073,1,0.0418,127.953,4,https://api.spotify.com/v1/tracks/5hvXP3n724pq9Cx0FR3AAY,audio_features,spotify:track:5hvXP3n724pq9Cx0FR3AAY,0.159
0.086,https://api.spotify.com/v1/audio-analysis/3bzqd8quMDaCt7pLb98SHS,0.503,237640,0.651,house,3bzqd8quMDaCt7pLb98SHS,0.00435,5,0.333,-7.988,0,0.0547,126.935,4,https://api.spotify.com/v1/tracks/3bzqd8quMDaCt7pLb98SHS,audio_features,spotify:track:3bzqd8quMDaCt7pLb98SHS,0.379
0.0368,https://api.spotify.com/v1/audio-analysis/0tDbl1SVkdSI4Efi0sA3A8,0.624,338862,0.837,house,0tDbl1SVkdSI4Efi0sA3A8,0.851,1,0.311,-6.533,0,0.0356,126.021,4,https://api.spotify.com/v1/tracks/0tDbl1SVkdSI4Efi0sA3A8,audio_features,spotify:track:0tDbl1SVkdSI4Efi0sA3A8,0.376
0.137,https://api.spotify.com/v1/audio-analysis/4bJhvPYFBlyoUOo8ts3b6B,0.706,303947,0.728,house,4bJhvPYFBlyoUOo8ts3b6B,0.875,7,0.264,-7.299,0,0.109,127.997,4,https://api.spotify.com/v1/tracks/4bJhvPYFBlyoUOo8ts3b6B,audio_features,spotify:track:4bJhvPYFBlyoUOo8ts3b6B,0.143
0.000569,https://api.spotify.com/v1/audio-analysis/2g136494iEXB1GGPakAFzx,0.635,365990,0.795,house,2g136494iEXB1GGPakAFzx,0.571,10,0.0986,-4.816,0,0.0421,128.006,4,https://api.spotify.com/v1/tracks/2g136494iEXB1GGPakAFzx,audio_features,spotify:track:2g136494iEXB1GGPakAFzx,0.357
0.000115,https://api.spotify.com/v1/audio-analysis/6WXRIhPCWf2EJBGxXAWoZm,0.781,175040,0.704,house,6WXRIhPCWf2EJBGxXAWoZm,0.00454,0,0.237,-7.276,1,0.0551,124.989,4,https://api.spotify.com/v1/tracks/6WXRIhPCWf2EJBGxXAWoZm,audio_features,spotify:track:6WXRIhPCWf2EJBGxXAWoZm,0.65
0.00291,https://api.spotify.com/v1/audio-analysis/31MInT9OVHWxdyLyJeBjTW,0.7,171397,0.954,house,31MInT9OVHWxdyLyJeBjTW,0.893,7,0.888,-4.321,1,0.0923,127.99,4,https://api.spotify.com/v1/tracks/31MInT9OVHWxdyLyJeBjTW,audio_features,spotify:track:31MInT9OVHWxdyLyJeBjTW,0.905
0.000108,https://api.spotify.com/v1/audio-analysis/0H7epBAr4BMdBl5NGnUuRr,0.899,299067,0.72,house,0H7epBAr4BMdBl5NGnUuRr,0.625,5,0.155,-5.244,0,0.144,128.005,4,https://api.spotify.com/v1/tracks/0H7epBAr4BMdBl5NGnUuRr,audio_features,spotify:track:0H7epBAr4BMdBl5NGnUuRr,0.342
0.15,https://api.spotify.com/v1/audio-analysis/5bYqZ85zQUisli2BQMnDPl,0.698,189732,0.854,house,5bYqZ85zQUisli2BQMnDPl,9.39e-06,3,0.0705,-3.428,1,0.058,127.957,4,https://api.spotify.com/v1/tracks/5bYqZ85zQUisli2BQMnDPl,audio_features,spotify:track:5bYqZ85zQUisli2BQMnDPl,0.81
0.0118,https://api.spotify.com/v1/audio-analysis/73PeEBRLps6oF10ZLc4ien,0.649,225000,0.803,house,73PeEBRLps6oF10ZLc4ien,0.877,7,0.0848,-6.878,1,0.0304,127.976,4,https://api.spotify.com/v1/tracks/73PeEBRLps6oF10ZLc4ien,audio_features,spotify:track:73PeEBRLps6oF10ZLc4ien,0.382
0.0149,https://api.spotify.com/v1/audio-analysis/4oxi4THAaIzqtlazBV06uP,0.777,375007,0.848,house,4oxi4THAaIzqtlazBV06uP,0.914,2,0.255,-5.133,0,0.0611,127.996,4,https://api.spotify.com/v1/tracks/4oxi4THAaIzqtlazBV06uP,audio_features,spotify:track:4oxi4THAaIzqtlazBV06uP,0.209
0.039,https://api.spotify.com/v1/audio-analysis/5Rcq5IW9Yjh6kuNQHZWaAC,0.524,179880,0.814,house,5Rcq5IW9Yjh6kuNQHZWaAC,1.8e-06,1,0.366,-8.225,0,0.044,127.961,4,https://api.spotify.com/v1/tracks/5Rcq5IW9Yjh6kuNQHZWaAC,audio_features,spotify:track:5Rcq5IW9Yjh6kuNQHZWaAC,0.358
0.187,https://api.spotify.com/v1/audio-analysis/3gNNXc7GUgKRPR15W77eDR,0.821,213187,0.676,house,3gNNXc7GUgKRPR15W77eDR,0.0001,3,0.0904,-6.366,0,0.0547,119.012,4,https://api.spotify.com/v1/tracks/3gNNXc7GUgKRPR15W77eDR,audio_features,spotify:track:3gNNXc7GUgKRPR15W77eDR,0.559
0.00084,https://api.spotify.com/v1/audio-analysis/0kk91i9mALCx4joZGk4nHT,0.736,307578,0.819,house,0kk91i9mALCx4joZGk4nHT,0.828,11,0.102,-5.043,1,0.0469,127.988,4,https://api.spotify.com/v1/tracks/0kk91i9mALCx4joZGk4nHT,audio_features,spotify:track:0kk91i9mALCx4joZGk4nHT,0.137
0.000672,https://api.spotify.com/v1/audio-analysis/03EuhmMsEHVFI9ytainStU,0.513,303911,0.775,house,03EuhmMsEHVFI9ytainStU,0.248,0,0.409,-7.202,0,0.0304,139.932,4,https://api.spotify.com/v1/tracks/03EuhmMsEHVFI9ytainStU,audio_features,spotify:track:03EuhmMsEHVFI9ytainStU,0.205
0.0145,https://api.spotify.com/v1/audio-analysis/6VRhkROS2SZHGlp0pxndbJ,0.716,215253,0.972,house,6VRhkROS2SZHGlp0pxndbJ,3.22e-05,7,0.317,-2.302,1,0.196,110.026,4,https://api.spotify.com/v1/tracks/6VRhkROS2SZHGlp0pxndbJ,audio_features,spotify:track:6VRhkROS2SZHGlp0pxndbJ,0.576
0.084,https://api.spotify.com/v1/audio-analysis/4NbvIwYcwx8dNGYfUX2bKB,0.684,205161,0.789,house,4NbvIwYcwx8dNGYfUX2bKB,0.00289,7,0.217,-6.889,0,0.0377,123.989,4,https://api.spotify.com/v1/tracks/4NbvIwYcwx8dNGYfUX2bKB,audio_features,spotify:track:4NbvIwYcwx8dNGYfUX2bKB,0.411
0.0309,https://api.spotify.com/v1/audio-analysis/3zKST4nk4QJE77oLjUZ0Ng,0.545,255093,0.78,house,3zKST4nk4QJE77oLjUZ0Ng,4.64e-05,7,0.0828,-4.867,0,0.0436,125.014,4,https://api.spotify.com/v1/tracks/3zKST4nk4QJE77oLjUZ0Ng,audio_features,spotify:track:3zKST4nk4QJE77oLjUZ0Ng,0.458
0.173,https://api.spotify.com/v1/audio-analysis/5YPMEOJ58kfl56VHxTgwx3,0.691,201000,0.921,house,5YPMEOJ58kfl56VHxTgwx3,0.0,8,0.331,-1.702,0,0.0533,130.072,4,https://api.spotify.com/v1/tracks/5YPMEOJ58kfl56VHxTgwx3,audio_features,spotify:track:5YPMEOJ58kfl56VHxTgwx3,0.8
0.00191,https://api.spotify.com/v1/audio-analysis/4KHDdWCH1NCtFv2mVGNkCH,0.761,311445,0.791,house,4KHDdWCH1NCtFv2mVGNkCH,0.147,6,0.348,-3.587,0,0.197,127.96,4,https://api.spotify.com/v1/tracks/4KHDdWCH1NCtFv2mVGNkCH,audio_features,spotify:track:4KHDdWCH1NCtFv2mVGNkCH,0.201
0.057,https://api.spotify.com/v1/audio-analysis/1Hm1e7VMs1CmqzhjOLEci1,0.54,183111,0.669,house,1Hm1e7VMs1CmqzhjOLEci1,0.000142,5,0.0998,-7.212,0,0.0285,134.987,4,https://api.spotify.com/v1/tracks/1Hm1e7VMs1CmqzhjOLEci1,audio_features,spotify:track:1Hm1e7VMs1CmqzhjOLEci1,0.39
0.0184,https://api.spotify.com/v1/audio-analysis/5rmsb0pe6axDaJMBjN8ptz,0.764,423750,0.878,house,5rmsb0pe6axDaJMBjN8ptz,0.89,7,0.0826,-4.376,1,0.0547,127.984,4,https://api.spotify.com/v1/tracks/5rmsb0pe6axDaJMBjN8ptz,audio_features,spotify:track:5rmsb0pe6axDaJMBjN8ptz,0.236
0.0619,https://api.spotify.com/v1/audio-analysis/1CmUZGtH29Kx36C1Hleqlz,0.781,235613,0.526,house,1CmUZGtH29Kx36C1Hleqlz,0.0,6,0.0457,-6.985,0,0.293,94.992,4,https://api.spotify.com/v1/tracks/1CmUZGtH29Kx36C1Hleqlz,audio_features,spotify:track:1CmUZGtH29Kx36C1Hleqlz,0.662
0.0109,https://api.spotify.com/v1/audio-analysis/0dPnZQawNbLeZwDjPw9poS,0.824,204375,0.756,house,0dPnZQawNbLeZwDjPw9poS,0.904,7,0.04,-3.538,0,0.0835,127.981,4,https://api.spotify.com/v1/tracks/0dPnZQawNbLeZwDjPw9poS,audio_features,spotify:track:0dPnZQawNbLeZwDjPw9poS,0.762
0.035,https://api.spotify.com/v1/audio-analysis/16Cs9KsHzgunxaEfGrXysG,0.723,208845,0.87,house,16Cs9KsHzgunxaEfGrXysG,0.0,8,0.656,-3.013,0,0.0435,129.952,4,https://api.spotify.com/v1/tracks/16Cs9KsHzgunxaEfGrXysG,audio_features,spotify:track:16Cs9KsHzgunxaEfGrXysG,0.678
0.0429,https://api.spotify.com/v1/audio-analysis/4R30C14VKLnlwRSnErf8q2,0.655,240005,0.769,house,4R30C14VKLnlwRSnErf8q2,0.0,6,0.292,-4.445,1,0.0688,128.028,4,https://api.spotify.com/v1/tracks/4R30C14VKLnlwRSnErf8q2,audio_features,spotify:track:4R30C14VKLnlwRSnErf8q2,0.812
0.101,https://api.spotify.com/v1/audio-analysis/5Z7ygHQo02SUrFmcgpwsKW,0.624,233688,0.889,house,5Z7ygHQo02SUrFmcgpwsKW,0.0,5,0.227,-3.772,0,0.0504,127.019,4,https://api.spotify.com/v1/tracks/5Z7ygHQo02SUrFmcgpwsKW,audio_features,spotify:track:5Z7ygHQo02SUrFmcgpwsKW,0.45
0.00953,https://api.spotify.com/v1/audio-analysis/4FjXWs9Z5Hgy5fm7CfdfLh,0.597,181002,0.881,house,4FjXWs9Z5Hgy5fm7CfdfLh,0.279,7,0.0987,-5.771,1,0.109,127.993,4,https://api.spotify.com/v1/tracks/4FjXWs9Z5Hgy5fm7CfdfLh,audio_features,spotify:track:4FjXWs9Z5Hgy5fm7CfdfLh,0.267
0.00357,https://api.spotify.com/v1/audio-analysis/6nTTwjBI4vAP80yvy4K7p0,0.683,326400,0.89,house,6nTTwjBI4vAP80yvy4K7p0,0.886,6,0.154,-4.69,0,0.0713,125.017,4,https://api.spotify.com/v1/tracks/6nTTwjBI4vAP80yvy4K7p0,audio_features,spotify:track:6nTTwjBI4vAP80yvy4K7p0,0.341
0.162,https://api.spotify.com/v1/audio-analysis/2wqaekenSQZm7hxQOYt8oE,0.725,247520,0.68,house,2wqaekenSQZm7hxQOYt8oE,2.13e-06,8,0.158,-5.465,1,0.0306,119.939,4,https://api.spotify.com/v1/tracks/2wqaekenSQZm7hxQOYt8oE,audio_features,spotify:track:2wqaekenSQZm7hxQOYt8oE,0.76
0.0338,https://api.spotify.com/v1/audio-analysis/7sCIdsYQ8Nxoj6TjB1Eb7P,0.76,365626,0.91,house,7sCIdsYQ8Nxoj6TjB1Eb7P,0.69,5,0.218,-3.842,0,0.101,128.001,4,https://api.spotify.com/v1/tracks/7sCIdsYQ8Nxoj6TjB1Eb7P,audio_features,spotify:track:7sCIdsYQ8Nxoj6TjB1Eb7P,0.266
0.0245,https://api.spotify.com/v1/audio-analysis/4tGghJ2euPeI7HvpkNi1CU,0.813,547493,0.513,house,4tGghJ2euPeI7HvpkNi1CU,0.237,11,0.116,-8.047,0,0.0464,128.004,4,https://api.spotify.com/v1/tracks/4tGghJ2euPeI7HvpkNi1CU,audio_features,spotify:track:4tGghJ2euPeI7HvpkNi1CU,0.602
0.00743,https://api.spotify.com/v1/audio-analysis/64zjna5dIuO7s9FCDXQMmI,0.738,383893,0.607,house,64zjna5dIuO7s9FCDXQMmI,0.315,8,0.0701,-3.933,0,0.0845,131.983,4,https://api.spotify.com/v1/tracks/64zjna5dIuO7s9FCDXQMmI,audio_features,spotify:track:64zjna5dIuO7s9FCDXQMmI,0.779
0.00928,https://api.spotify.com/v1/audio-analysis/285i9b1YU1kk902tJwKToQ,0.583,212121,0.792,house,285i9b1YU1kk902tJwKToQ,9.7e-06,0,0.114,-4.816,1,0.03,127.978,4,https://api.spotify.com/v1/tracks/285i9b1YU1kk902tJwKToQ,audio_features,spotify:track:285i9b1YU1kk902tJwKToQ,0.562
0.167,https://api.spotify.com/v1/audio-analysis/2JiaM4tJZu1GOmEXj251Lm,0.637,358125,0.961,house,2JiaM4tJZu1GOmEXj251Lm,0.844,0,0.0732,-3.82,1,0.0458,128.024,4,https://api.spotify.com/v1/tracks/2JiaM4tJZu1GOmEXj251Lm,audio_features,spotify:track:2JiaM4tJZu1GOmEXj251Lm,0.285
0.0199,https://api.spotify.com/v1/audio-analysis/0ltBH1JNzSvQJPjJpvTu9B,0.754,225000,0.933,house,0ltBH1JNzSvQJPjJpvTu9B,0.0,0,0.297,-5.786,1,0.0448,103.992,4,https://api.spotify.com/v1/tracks/0ltBH1JNzSvQJPjJpvTu9B,audio_features,spotify:track:0ltBH1JNzSvQJPjJpvTu9B,0.75
0.0225,https://api.spotify.com/v1/audio-analysis/14fmbvjYLqRZEXz1VZdM2M,0.755,215760,0.74,house,14fmbvjYLqRZEXz1VZdM2M,0.00139,1,0.124,-4.951,1,0.0407,127.98,4,https://api.spotify.com/v1/tracks/14fmbvjYLqRZEXz1VZdM2M,audio_features,spotify:track:14fmbvjYLqRZEXz1VZdM2M,0.609
0.018,https://api.spotify.com/v1/audio-analysis/6ZZC19tgr2WJM5tmGcjhIn,0.592,238160,0.741,house,6ZZC19tgr2WJM5tmGcjhIn,2.2e-05,6,0.0722,-4.916,0,0.0577,127.771,4,https://api.spotify.com/v1/tracks/6ZZC19tgr2WJM5tmGcjhIn,audio_features,spotify:track:6ZZC19tgr2WJM5tmGcjhIn,0.491
0.00569,https://api.spotify.com/v1/audio-analysis/3o6hnYHQGPs59NUQmJ1bqh,0.686,217000,0.964,house,3o6hnYHQGPs59NUQmJ1bqh,0.0539,7,0.0876,-2.692,1,0.0611,127.941,4,https://api.spotify.com/v1/tracks/3o6hnYHQGPs59NUQmJ1bqh,audio_features,spotify:track:3o6hnYHQGPs59NUQmJ1bqh,0.41
0.332,https://api.spotify.com/v1/audio-analysis/41vHI8VhfGSEJG8M3Uzpz9,0.594,222040,0.595,house,41vHI8VhfGSEJG8M3Uzpz9,4.72e-06,4,0.103,-6.642,1,0.0535,127.998,4,https://api.spotify.com/v1/tracks/41vHI8VhfGSEJG8M3Uzpz9,audio_features,spotify:track:41vHI8VhfGSEJG8M3Uzpz9,0.156
0.0191,https://api.spotify.com/v1/audio-analysis/6i7fGIyktBDlEe4PlpiU0Q,0.591,316867,0.804,house,6i7fGIyktBDlEe4PlpiU0Q,0.0729,1,0.245,-6.374,0,0.0692,127.991,4,https://api.spotify.com/v1/tracks/6i7fGIyktBDlEe4PlpiU0Q,audio_features,spotify:track:6i7fGIyktBDlEe4PlpiU0Q,0.275
0.083,https://api.spotify.com/v1/audio-analysis/0sIRzT2Yk5hBIsqWr0U5oU,0.819,216333,0.945,house,0sIRzT2Yk5hBIsqWr0U5oU,0.154,7,0.603,-5.074,0,0.326,128.031,4,https://api.spotify.com/v1/tracks/0sIRzT2Yk5hBIsqWr0U5oU,audio_features,spotify:track:0sIRzT2Yk5hBIsqWr0U5oU,0.468
0.0193,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,0.611,320357,0.697,house,0DiWol3AO6WpXZgp0goxAV,0.0,2,0.332,-8.618,1,0.133,122.752,4,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,audio_features,spotify:track:0DiWol3AO6WpXZgp0goxAV,0.476
0.00761,https://api.spotify.com/v1/audio-analysis/5f6igUw1asUL4AGXSvgTW8,0.615,281147,0.91,house,5f6igUw1asUL4AGXSvgTW8,0.0067,5,0.16,-2.825,0,0.0762,140.0,4,https://api.spotify.com/v1/tracks/5f6igUw1asUL4AGXSvgTW8,audio_features,spotify:track:5f6igUw1asUL4AGXSvgTW8,0.346
0.0049,https://api.spotify.com/v1/audio-analysis/1ShWHEgisDGPl9G3g85ANu,0.596,301987,0.921,house,1ShWHEgisDGPl9G3g85ANu,0.00019,11,0.536,-2.5,0,0.074,139.969,4,https://api.spotify.com/v1/tracks/1ShWHEgisDGPl9G3g85ANu,audio_features,spotify:track:1ShWHEgisDGPl9G3g85ANu,0.232
0.00085,https://api.spotify.com/v1/audio-analysis/5oTgyBsDL58esNV94LS0ur,0.414,188093,0.905,house,5oTgyBsDL58esNV94LS0ur,0.00317,7,0.0601,-5.955,0,0.0694,129.02,4,https://api.spotify.com/v1/tracks/5oTgyBsDL58esNV94LS0ur,audio_features,spotify:track:5oTgyBsDL58esNV94LS0ur,0.524
0.0161,https://api.spotify.com/v1/audio-analysis/0278f6vHdxZZ944DSpQcss,0.678,386250,0.669,house,0278f6vHdxZZ944DSpQcss,0.248,8,0.0885,-5.433,0,0.0369,128.006,4,https://api.spotify.com/v1/tracks/0278f6vHdxZZ944DSpQcss,audio_features,spotify:track:0278f6vHdxZZ944DSpQcss,0.333
0.481,https://api.spotify.com/v1/audio-analysis/3q4QEUy9CA2kyFjhSIBLv9,0.496,354395,0.786,house,3q4QEUy9CA2kyFjhSIBLv9,0.0401,8,0.228,-6.438,1,0.494,127.999,4,https://api.spotify.com/v1/tracks/3q4QEUy9CA2kyFjhSIBLv9,audio_features,spotify:track:3q4QEUy9CA2kyFjhSIBLv9,0.0382
0.00364,https://api.spotify.com/v1/audio-analysis/4r8hRPbidDIoDPphxi78aY,0.653,285596,0.756,house,4r8hRPbidDIoDPphxi78aY,0.00651,0,0.089,-7.794,1,0.0366,120.82,4,https://api.spotify.com/v1/tracks/4r8hRPbidDIoDPphxi78aY,audio_features,spotify:track:4r8hRPbidDIoDPphxi78aY,0.42
0.198,https://api.spotify.com/v1/audio-analysis/5xrjJANQXCLXeMbNMugyaZ,0.699,284373,0.472,house,5xrjJANQXCLXeMbNMugyaZ,0.182,0,0.087,-7.513,1,0.0414,124.989,4,https://api.spotify.com/v1/tracks/5xrjJANQXCLXeMbNMugyaZ,audio_features,spotify:track:5xrjJANQXCLXeMbNMugyaZ,0.194
0.0104,https://api.spotify.com/v1/audio-analysis/0BxuyVxyAab1f5xL2yuhbm,0.426,221587,0.81,house,0BxuyVxyAab1f5xL2yuhbm,6.48e-06,5,0.112,-5.113,0,0.0516,127.989,4,https://api.spotify.com/v1/tracks/0BxuyVxyAab1f5xL2yuhbm,audio_features,spotify:track:0BxuyVxyAab1f5xL2yuhbm,0.348
0.00835,https://api.spotify.com/v1/audio-analysis/7aCZfs36tXkWVFItKHNGcE,0.582,281773,0.902,house,7aCZfs36tXkWVFItKHNGcE,0.715,7,0.513,-5.098,1,0.0707,127.985,4,https://api.spotify.com/v1/tracks/7aCZfs36tXkWVFItKHNGcE,audio_features,spotify:track:7aCZfs36tXkWVFItKHNGcE,0.23
0.00891,https://api.spotify.com/v1/audio-analysis/4whGUkhpG0rWzYwIQUZiEE,0.656,365625,0.822,house,4whGUkhpG0rWzYwIQUZiEE,0.935,7,0.0813,-7.335,1,0.0485,127.997,4,https://api.spotify.com/v1/tracks/4whGUkhpG0rWzYwIQUZiEE,audio_features,spotify:track:4whGUkhpG0rWzYwIQUZiEE,0.0392
0.0683,https://api.spotify.com/v1/audio-analysis/3LQiB88LdqGP1l1AHfvdjo,0.693,236895,0.806,house,3LQiB88LdqGP1l1AHfvdjo,0.00294,11,0.462,-5.566,0,0.0705,127.045,4,https://api.spotify.com/v1/tracks/3LQiB88LdqGP1l1AHfvdjo,audio_features,spotify:track:3LQiB88LdqGP1l1AHfvdjo,0.771
0.00733,https://api.spotify.com/v1/audio-analysis/30aVFx8u8eYjy0P6flmPYp,0.756,268935,0.821,house,30aVFx8u8eYjy0P6flmPYp,0.0269,3,0.107,-7.464,0,0.071,124.022,4,https://api.spotify.com/v1/tracks/30aVFx8u8eYjy0P6flmPYp,audio_features,spotify:track:30aVFx8u8eYjy0P6flmPYp,0.242
0.00345,https://api.spotify.com/v1/audio-analysis/7JJLUJwQCMv7i9lWDvTCLN,0.639,250347,0.893,house,7JJLUJwQCMv7i9lWDvTCLN,0.0,1,0.177,-3.462,1,0.0694,140.188,4,https://api.spotify.com/v1/tracks/7JJLUJwQCMv7i9lWDvTCLN,audio_features,spotify:track:7JJLUJwQCMv7i9lWDvTCLN,0.187
0.0234,https://api.spotify.com/v1/audio-analysis/6WakVarAzRjMKN4R4UcWus,0.342,356373,0.834,house,6WakVarAzRjMKN4R4UcWus,0.295,11,0.0408,-5.427,0,0.0445,127.944,4,https://api.spotify.com/v1/tracks/6WakVarAzRjMKN4R4UcWus,audio_features,spotify:track:6WakVarAzRjMKN4R4UcWus,0.256
0.0338,https://api.spotify.com/v1/audio-analysis/4yOn1TEcfsKHUJCL2h1r8I,0.668,229507,0.758,house,4yOn1TEcfsKHUJCL2h1r8I,0.0,7,0.204,-3.589,1,0.158,135.958,4,https://api.spotify.com/v1/tracks/4yOn1TEcfsKHUJCL2h1r8I,audio_features,spotify:track:4yOn1TEcfsKHUJCL2h1r8I,0.531
0.000874,https://api.spotify.com/v1/audio-analysis/1snjWtJXE73rLA4f3Q8uZ4,0.786,200627,0.988,house,1snjWtJXE73rLA4f3Q8uZ4,0.869,0,0.348,-5.729,0,0.0736,128.008,4,https://api.spotify.com/v1/tracks/1snjWtJXE73rLA4f3Q8uZ4,audio_features,spotify:track:1snjWtJXE73rLA4f3Q8uZ4,0.107
0.00102,https://api.spotify.com/v1/audio-analysis/2lEU4cxX7YAJeGj892QXAj,0.682,382973,0.909,house,2lEU4cxX7YAJeGj892QXAj,0.864,9,0.511,-8.121,1,0.0596,127.985,4,https://api.spotify.com/v1/tracks/2lEU4cxX7YAJeGj892QXAj,audio_features,spotify:track:2lEU4cxX7YAJeGj892QXAj,0.239
0.000181,https://api.spotify.com/v1/audio-analysis/76GZ2vsUO7SqxNi4ep02Fi,0.662,395640,0.73,house,76GZ2vsUO7SqxNi4ep02Fi,0.754,2,0.138,-9.637,1,0.0481,127.999,4,https://api.spotify.com/v1/tracks/76GZ2vsUO7SqxNi4ep02Fi,audio_features,spotify:track:76GZ2vsUO7SqxNi4ep02Fi,0.212
0.00947,https://api.spotify.com/v1/audio-analysis/4kJWtxDDNb9oAk3h7sX3N4,0.436,633348,0.524,house,4kJWtxDDNb9oAk3h7sX3N4,0.901,8,0.113,-7.754,0,0.038,128.02,4,https://api.spotify.com/v1/tracks/4kJWtxDDNb9oAk3h7sX3N4,audio_features,spotify:track:4kJWtxDDNb9oAk3h7sX3N4,0.0365
0.0257,https://api.spotify.com/v1/audio-analysis/1MNcDFSophvufvfgju0d5T,0.603,432973,0.998,house,1MNcDFSophvufvfgju0d5T,0.823,9,0.0779,-3.342,0,0.0767,126.013,4,https://api.spotify.com/v1/tracks/1MNcDFSophvufvfgju0d5T,audio_features,spotify:track:1MNcDFSophvufvfgju0d5T,0.646
0.00392,https://api.spotify.com/v1/audio-analysis/073fF1emyPimAvWLWbHSpY,0.619,170627,0.879,house,073fF1emyPimAvWLWbHSpY,0.858,0,0.101,-3.689,1,0.0508,127.974,4,https://api.spotify.com/v1/tracks/073fF1emyPimAvWLWbHSpY,audio_features,spotify:track:073fF1emyPimAvWLWbHSpY,0.161
0.0744,https://api.spotify.com/v1/audio-analysis/28O4PwkH8bzARStxeL4pxL,0.815,195853,0.633,house,28O4PwkH8bzARStxeL4pxL,0.000292,11,0.148,-4.99,0,0.0486,130.016,4,https://api.spotify.com/v1/tracks/28O4PwkH8bzARStxeL4pxL,audio_features,spotify:track:28O4PwkH8bzARStxeL4pxL,0.853
0.00741,https://api.spotify.com/v1/audio-analysis/1OIap2AeiVhAavWyRKTSba,0.785,325053,0.531,house,1OIap2AeiVhAavWyRKTSba,0.404,1,0.103,-8.737,0,0.112,127.982,4,https://api.spotify.com/v1/tracks/1OIap2AeiVhAavWyRKTSba,audio_features,spotify:track:1OIap2AeiVhAavWyRKTSba,0.0507
0.0308,https://api.spotify.com/v1/audio-analysis/48p2ejhDlGtrc1Gko0R4Ay,0.753,488422,0.788,house,48p2ejhDlGtrc1Gko0R4Ay,0.00469,11,0.109,-4.713,1,0.0503,126.011,4,https://api.spotify.com/v1/tracks/48p2ejhDlGtrc1Gko0R4Ay,audio_features,spotify:track:48p2ejhDlGtrc1Gko0R4Ay,0.0373
0.00622,https://api.spotify.com/v1/audio-analysis/6HFbq7cewJ7rPiffV0ciil,0.545,267867,0.675,house,6HFbq7cewJ7rPiffV0ciil,0.00197,6,0.214,-6.468,1,0.0279,124.973,4,https://api.spotify.com/v1/tracks/6HFbq7cewJ7rPiffV0ciil,audio_features,spotify:track:6HFbq7cewJ7rPiffV0ciil,0.16
0.000557,https://api.spotify.com/v1/audio-analysis/0L4Rak6C45laNFeD9GUZBu,0.619,399960,0.738,house,0L4Rak6C45laNFeD9GUZBu,0.387,11,0.238,-6.579,0,0.0503,127.975,4,https://api.spotify.com/v1/tracks/0L4Rak6C45laNFeD9GUZBu,audio_features,spotify:track:0L4Rak6C45laNFeD9GUZBu,0.545
